id,type,label
paper_insight_into_voting_problem_complexity_using,paper,Insight into Voting Problem Complexity Using Randomized Classes
paper_asymptotic_stability_of_planar_entropy_wave_,paper,Asymptotic stability of planar entropy wave for 3-d Navier-Stokes equations in Eulerian coordinates
paper_scalable_supervising_software_agents_with_pa,paper,Scalable Supervising Software Agents with Patch Reasoner
paper_dissecting_bit-level_scaling_laws_in_quantiz,paper,Dissecting Bit-Level Scaling Laws in Quantizing Vision Generative Models
concept__quantization,concept,Quantization
paper_vptq:_extreme_low-bit_vector_post-training_q,paper,VPTQ: Extreme Low-bit Vector Post-Training Quantization for Large Language Models
paper_text_editing_as_imitation_game,paper,Text Editing as Imitation Game
paper_tool_compensation_and_user_strategy_during_h,paper,Tool Compensation and User Strategy during Human-Robot Teleoperation are Impacted by System Dynamics and Kinesthetic Feedback
concept__teleoperator_dynamic,concept,Teleoperator Dynamics
paper_dynamickd:_an_effective_knowledge_distillati,paper,DynamicKD: An Effective Knowledge Distillation via Dynamic Entropy Correction-Based Distillation for Gap Optimizing
paper_avoiding_death_through_fear_intrinsic_condit,paper,Avoiding Death through Fear Intrinsic Conditioning
paper_using_a_laguerre-gaussian_beam_to_trap_and_c,paper,Using a Laguerre-Gaussian beam to trap and cool the rotational motion of a mirror
concept__laguerregaussian_beam,concept,Laguerre-Gaussian beam
paper_the_quantum_nature_of_ubiquitous_vibrational,paper,The quantum nature of ubiquitous vibrational features revealed for ethylene glycol
paper_mobile_ar_depth_estimation:_challenges_&_pro,paper,Mobile AR Depth Estimation: Challenges & Prospects -- Extended Version
paper_malont:_an_ontology_for_malware_threat_intel,paper,MALOnt: An Ontology for Malware Threat Intelligence
paper_bitdistiller:_unleashing_the_potential_of_su,paper,BitDistiller: Unleashing the Potential of Sub-4-Bit LLMs via Self-Distillation
paper_hadwiger_integration_of_random_fields,paper,Hadwiger Integration of Random Fields
paper_realizing_the_scientific_program_with_polari,paper,Realizing the Scientific Program with Polarized Ion Beams at EIC
paper_fusing_loop_and_gps_probe_measurements_to_es,paper,Fusing Loop and GPS Probe Measurements to Estimate Freeway Density
paper_model_subspaces_techniques_to_study_fourier_,paper,Model subspaces techniques to study Fourier expansions in L^2 spaces associated to singular measures
paper_evolving_without_ending:_unifying_multimodal,paper,Evolving Without Ending: Unifying Multimodal Incremental Learning for Continual Panoptic Perception
concept__collaborative_crossmodal_encoder_cce,concept,Collaborative Cross-Modal Encoder (CCE)
paper_ntire_2020_challenge_on_nonhomogeneous_dehaz,paper,NTIRE 2020 Challenge on NonHomogeneous Dehazing
concept__unet,concept,U-Net
concept__resnet,concept,ResNet
paper_on_quantum_momentum_maps_associated_to_non_a,paper,On Quantum Momentum Maps associated to non Ad*-equivariant Classical Momentum Maps
paper_spaceevo:_hardware-friendly_search_space_des,paper,SpaceEvo: Hardware-Friendly Search Space Design for Efficient INT8 Inference
concept__neural_architecture_search_na,concept,Neural Architecture Search (NAS)
paper_deep_distribution_regression,paper,Deep Distribution Regression
paper_far-field_fluorescence_microscopy_beyond_the,paper,Far-field fluorescence microscopy beyond the diffraction limit: Fluorescence imaging with ultrahigh resolution
paper_a_critical_note_on_the_evaluation_of_cluster,paper,A Critical Note on the Evaluation of Clustering Algorithms
paper_the_fano-rashba_effect,paper,The Fano-Rashba effect
"paper_mlp-offload:_multi-level,_multi-path_offload",paper,"MLP-Offload: Multi-Level, Multi-Path Offloading for LLM Pre-training to Break the GPU Memory Wall"
paper_a_large_language_model_for_chemistry_and_ret,paper,A Large Language Model for Chemistry and Retrosynthesis Predictions
paper_enabling_exoplanet_demographics_studies_with,paper,Enabling Exoplanet Demographics Studies with Standardized Exoplanet Survey Meta-Data
concept__radial_velocity_method,concept,Radial Velocity Method
paper_integration_of_graph_neural_network_and_neur,paper,Integration of Graph Neural Network and Neural-ODEs for Tumor Dynamic Prediction
paper_in-sensor_radio_frequency_computing_for_ener,paper,In-Sensor Radio Frequency Computing for Energy-Efficient Intelligent Radar
concept__lowrank_decomposition,concept,Low-Rank Decomposition
paper_heat_asymmetries_in_nanoscale_conductors:_th,paper,Heat asymmetries in nanoscale conductors: The role of decoherence and inelasticity
paper_wavelet-based_decoupling_framework_for_low-l,paper,Wavelet-based Decoupling Framework for low-light Stereo Image Enhancement
paper_simulating_the_m-r_relation_from_apf_follow_,paper,Simulating the M-R Relation from APF follow up of TESS targets: Survey design and strategies for overcoming mass biases
paper_inferring_black_hole_properties_from_astrono,paper,Inferring Black Hole Properties from Astronomical Multivariate Time Series with Bayesian Attentive Neural Processes
concept__latent_variable_model,concept,Latent Variable Model
paper_an_eccentric_massive_jupiter_orbiting_a_sub-,paper,An Eccentric Massive Jupiter Orbiting a Sub-Giant on a 9.5 Day Period Discovered in the Transiting Exoplanet Survey Satellite Full Frame Images
concept__eccentric_orbit,concept,Eccentric Orbit
paper_autoregressive_semantic_visual_reconstructio,paper,Autoregressive Semantic Visual Reconstruction Helps VLMs Understand Better
paper_multi-attention-network_for_semantic_segment,paper,Multi-Attention-Network for Semantic Segmentation of Fine Resolution Remote Sensing Images
paper_the_turbulent_life_of_ngc_4696_as_told_by_it,paper,The turbulent life of NGC 4696 as told by its globular cluster system
concept__globular_cluster_system_gc,concept,Globular Cluster System (GCS)
paper_s^2-transformer_for_mask-aware_hyperspectral,paper,S^2-Transformer for Mask-Aware Hyperspectral Image Reconstruction
paper_exploring_the_adversarial_vulnerabilities_of,paper,Exploring the Adversarial Vulnerabilities of Vision-Language-Action Models in Robotics
concept__visionlanguageaction_model,concept,Vision-Language-Action Models
paper_position:_intelligent_science_laboratory_req,paper,Position: Intelligent Science Laboratory Requires the Integration of Cognitive and Embodied AI
paper_tracing_the_chain:_deep_learning_for_steppin,paper,Tracing the Chain: Deep Learning for Stepping-Stone Intrusion Detection
paper_smallsatsim:_a_high-fidelity_simulation_and_,paper,SmallSatSim: A High-Fidelity Simulation and Training Toolkit for Microgravity Robotic Close Proximity Operations
concept__model_predictive_control_mpc,concept,Model Predictive Control (MPC)
concept__reinforcement_learning_rl,concept,Reinforcement Learning (RL)
paper_maximum_likelihood_abundance_estimation_from,paper,Maximum likelihood abundance estimation from capture-recapture data when covariates are missing at random
concept__empirical_likelihood,concept,Empirical Likelihood
concept__asymptotic_normality_of_estimator,concept,Asymptotic Normality of Estimator
paper_sheaves_over_complexes_of_groups_and_develop,paper,Sheaves over complexes of groups and developability
paper_on_the_use_of_static_analysis_to_engage_stud,paper,On the Use of Static Analysis to Engage Students with Software Quality Improvement: An Experience with PMD
paper_moe-i$^2$:_compressing_mixture_of_experts_mo,paper,MoE-I$^2$: Compressing Mixture of Experts Models through Inter-Expert Pruning and Intra-Expert Low-Rank Decomposition
paper_use_of_owl_and_semantic_web_technologies_at_,paper,Use of OWL and Semantic Web Technologies at Pinterest
paper_dimt25@icdar2025:_hw-tsc's_end-to-end_docume,paper,DIMT25@ICDAR2025: HW-TSC's End-to-End Document Image Machine Translation System Leveraging Large Vision-Language Model
paper_more_bang_for_the_buck:_process_reward_model,paper,More Bang for the Buck: Process Reward Modeling with Entropy-Driven Uncertainty
paper_large-scale_ab_initio_simulations_based_on_s,paper,Large-scale ab initio simulations based on systematically improvable atomic basis
paper_superlensing_microscope_objective_lens,paper,Superlensing Microscope Objective Lens
paper_dirac_magnons_in_a_honeycomb_lattice_quantum,paper,Dirac magnons in a honeycomb lattice quantum XY magnet CoTiO3
concept__inelastic_neutron_scattering,concept,Inelastic neutron scattering
paper_improving_generalization_of_sequence_encoder,paper,Improving Generalization of Sequence Encoder-Decoder Networks for Inverse Imaging of Cardiac Transmembrane Potential
paper_seatech:_deception_techniques_in_social_engi,paper,SEAtech: Deception Techniques in Social Engineering Attacks: An Analysis of Emerging Trends and Countermeasures
concept__systematic_literature_review_slr,concept,Systematic Literature Review (SLR)
paper_hnmblock:_blockchain_technology_powered_heal,paper,"HNMblock: Blockchain technology powered Healthcare Network Model for epidemiological monitoring, medical systems security, and wellness"
concept__blockchain_technology,concept,Blockchain Technology
concept__smart_contract,concept,Smart Contracts
paper_quasiequilibrium_black_hole-neutron_star_bin,paper,Quasiequilibrium black hole-neutron star binaries in general relativity
paper_latent_chain-of-thought_for_visual_reasoning,paper,Latent Chain-of-Thought for Visual Reasoning
paper_clarinet:_a_one-step_approach_towards_budget,paper,Clarinet: A One-step Approach Towards Budget-friendly Unsupervised Domain Adaptation
concept__complementary_label_adversarial_network,concept,Complementary Label Adversarial Network
paper_is_hadronic_flow_produced_in_p--pb_collision,paper,Is hadronic flow produced in p--Pb collisions at the Large Hadron Collider?
paper_tess_discovery_of_a_transiting_super-earth_i,paper,TESS Discovery of a Transiting Super-Earth in the $π$ Mensae System
paper_subband_structure_of_a_cylindrical_hgte_nano,paper,Subband structure of a cylindrical HgTe nanowire: transition from normal type to inverted type
paper_evidence_for_a_cosmological_effect_in_γ-ray_,paper,Evidence for a cosmological effect in γ-ray spectra of BL Lacs
concept__bayesian_model,concept,Bayesian Model
paper_discovering_strongly_lensed_quasar_candidate,paper,Discovering strongly lensed quasar candidates with catalogue-based methods from DESI Legacy Surveys
paper_qualitative_measurements_of_policy_discrepan,paper,Qualitative Measurements of Policy Discrepancy for Return-Based Deep Q-Network
paper_addressing_tactic_volatility_in_self-adaptiv,paper,Addressing Tactic Volatility in Self-Adaptive Systems Using Evolved Recurrent Neural Networks and Uncertainty Reduction Tactics
paper_turbo:_opportunistic_enhancement_for_edge_vi,paper,Turbo: Opportunistic Enhancement for Edge Video Analytics
paper_navigating_heterogeneous_protein_landscapes_,paper,Navigating heterogeneous protein landscapes through geometry-aware smoothing
paper_robust_antiferromagnetism_preventing_superco,paper,Robust antiferromagnetism preventing superconductivity in pressurized Ba0.61K0.39Mn2Bi2
concept__xray_diffraction_xrd,concept,X-ray diffraction (XRD)
concept__superconductivity,concept,Superconductivity
paper_explainable_diagnosis_prediction_through_neu,paper,Explainable Diagnosis Prediction through Neuro-Symbolic Integration
paper_planetalign:_a_comprehensive_python_library_,paper,PLANETALIGN: A Comprehensive Python Library for Benchmarking Network Alignment
concept__consistencybased_method,concept,Consistency-Based Methods
paper_galaxy-galaxy_lensing_in_the_voice_deep_surv,paper,Galaxy-galaxy lensing in the VOICE deep survey
paper_toi-954_b_and_k2-329_b:_short-period_saturn-,paper,TOI-954 b and K2-329 b: Short-Period Saturn-Mass Planets that Test whether Irradiation Leads to Inflation
concept__highresolution_imaging,concept,High-Resolution Imaging
paper_face_forgery_detection_based_on_facial_regio,paper,Face Forgery Detection Based on Facial Region Displacement Trajectory Series
paper_power_allocation_with_stackelberg_game_in_fe,paper,Power allocation with stackelberg game in femtocell networks: a self-learning approach
paper_locally_differentially_private_frequency_est,paper,Locally Differentially Private Frequency Estimation via Joint Randomized Response
paper_higher_landau-level_analogs_and_signatures_o,paper,Higher Landau-Level Analogs and Signatures of Non-Abelian States in Twisted Bilayer MoTe$_2$
paper_a_geant4_based_simulation_platform_of_the_ho,paper,A Geant4 Based Simulation Platform of the HollandPTC R&D Proton Beamline for Radiobiological Studies
paper_precise_radial_velocities,paper,Precise Radial Velocities
paper_unireason_1.0:_a_unified_reasoning_framework,paper,UniReason 1.0: A Unified Reasoning Framework for World Knowledge Aligned Image Generation and Editing
paper_cooperative_infrastructure_perception,paper,Cooperative Infrastructure Perception
paper_vanadium-doped_molybdenum_disulfide_monolaye,paper,Vanadium-Doped Molybdenum Disulfide Monolayers with Tunable Electronic and Magnetic Properties: Do Vanadium-Vacancy Pairs Matter?
concept__density_functional_theory_dft_calculation,concept,Density Functional Theory (DFT) Calculations
paper_chasing_gravitational_waves_with_the_cherenk,paper,Chasing Gravitational Waves with the Cherenkov Telescope Array
concept__cherenkov_telescope_array_cta,concept,Cherenkov Telescope Array (CTA)
paper_cfsseg:_closed-form_solution_for_class-incre,paper,CFSSeg: Closed-Form Solution for Class-Incremental Semantic Segmentation of 2D Images and 3D Point Clouds
concept__ridge_regression,concept,Ridge Regression
paper_robust_ego-exo_correspondence_with_long-term,paper,Robust Ego-Exo Correspondence with Long-Term Memory
paper_emergent_(in)security_of_multi-cloud_environ,paper,Emergent (In)Security of Multi-Cloud Environments
paper_anytime-competitive_reinforcement_learning_w,paper,Anytime-Competitive Reinforcement Learning with Policy Prior
paper_towards_sar_automatic_target_recognition_mul,paper,Towards SAR Automatic Target Recognition MultiCategory SAR Image Classification Based on Light Weight Vision Transformer
paper_towards_understanding_self-play_for_llm_reas,paper,Towards Understanding Self-play for LLM Reasoning
concept__supervised_finetuning,concept,Supervised Fine-Tuning
paper_thinking_taxonomically_about_fake_accounts:_,paper,"Thinking Taxonomically about Fake Accounts: Classification, False Dichotomies, and the Need for Nuance"
paper_recognizing_and_verifying_mathematical_equat,paper,Recognizing and Verifying Mathematical Equations using Multiplicative Differential Neural Units
paper_cat:_change-focused_android_gui_testing,paper,CAT: Change-focused Android GUI Testing
paper_a_large-scale_friend_suggestion_architecture,paper,A Large-scale Friend Suggestion Architecture
paper_csr_induced_microbunching_gain_estimation_in,paper,CSR induced microbunching gain estimation including transient effects in transport and recirculation arcs
concept__coherent_synchrotron_radiation_csr,concept,Coherent Synchrotron Radiation (CSR)
paper_beyond_in-place_corruption:_insertion_and_de,paper,Beyond In-Place Corruption: Insertion and Deletion In Denoising Probabilistic Models
paper_bayesian_optimization_on_large_graphs_via_a_,paper,Bayesian Optimization on Large Graphs via a Graph Convolutional Generative Model: Application in Cardiac Model Personalization
paper_generalized_regularized_evidential_deep_lear,paper,Generalized Regularized Evidential Deep Learning Models: Theory and Comprehensive Evaluation
concept__evidential_deep_learning,concept,Evidential Deep Learning
concept__zeroevidence_region,concept,Zero-Evidence Region
paper_toward_scalable_and_controllable_ar_experime,paper,Toward Scalable and Controllable AR Experimentation
paper_quantum_mechanical_limits_to_inertial_mass_s,paper,Quantum Mechanical Limits to Inertial Mass Sensing by Nanomechanical Systems
paper_xtime:_extreme_event_prediction_with_hierarc,paper,xTime: Extreme Event Prediction with Hierarchical Knowledge Distillation and Expert Fusion
paper_mass_testing_and_characterization_of_20-inch,paper,Mass Testing and Characterization of 20-inch PMTs for JUNO
paper_sculptor:_empowering_llms_with_cognitive_age,paper,Sculptor: Empowering LLMs with Cognitive Agency via Active Context Management
paper_interplay_between_resonant_tunneling_and_spi,paper,Interplay between resonant tunneling and spin precession oscillations in all-electric all-semiconductor spin transistors
concept__quantum_point_contact,concept,Quantum Point Contacts
concept__resonant_tunneling,concept,Resonant Tunneling
paper_constraint-aware_and_ranking-distilled_token,paper,Constraint-aware and Ranking-distilled Token Pruning for Efficient Transformer Inference
paper_dual-comb_mode-locked_yb:calgo_laser_based_o,paper,Dual-comb mode-locked Yb:CALGO laser based on cavity-shared configuration with separated end mirrors
paper_recognizing_when_heuristics_can_approximate_,paper,Recognizing When Heuristics Can Approximate Minimum Vertex Covers Is Complete for Parallel Access to NP
paper_plpp:_prompt_learning_with_perplexity_is_sel,paper,PLPP: Prompt Learning with Perplexity Is Self-Distillation for Vision-Language Models
concept__prompt_learning,concept,Prompt Learning
concept__selfdistillation,concept,Self-Distillation
paper_structural_and_physical_properties_of_the_he,paper,Structural and Physical Properties of the Heavy Fermion Metal Ce$_2$NiAl$_6$Si$_5$
paper_instructmole:_instruction-guided_mixture_of_,paper,InstructMoLE: Instruction-Guided Mixture of Low-rank Experts for Multi-Conditional Image Generation
paper_swiftpruner:_reinforced_evolutionary_pruning,paper,SwiftPruner: Reinforced Evolutionary Pruning for Efficient Ad Relevance
paper_some_monotone_properties_for_solutions_to_a_,paper,Some monotone properties for solutions to a reaction-diffusion model
paper_three-terminal_transport_through_a_quantum_d,paper,"Three-terminal transport through a quantum dot in the Kondo regime: Conductance, dephasing, and current-current correlations"
paper_backpropagation-free_4d_continuous_ant-based,paper,Backpropagation-Free 4D Continuous Ant-Based Neural Topology Search
concept__ant_colony_optimization_aco,concept,Ant Colony Optimization (ACO)
concept__continuous_search_space,concept,Continuous Search Space
paper_pressure_induced_superconducting_dome_in_lan,paper,Pressure induced superconducting dome in LaNiGa2
concept__electronic_structure,concept,Electronic Structure
paper_pipelines_and_beyond:_graph_types_for_adts_w,paper,Pipelines and Beyond: Graph Types for ADTs with Futures
paper_structural_parameters_for_globular_clusters_,paper,Structural parameters for globular clusters in M31 and generalizations for the fundamental plane
paper_a_traffic-aware_medium_access_control_mechan,paper,A Traffic-Aware Medium Access Control Mechanism for Energy-Efficient Wireless Network-on-Chip Architectures
paper_f2gan:_fusing-and-filling_gan_for_few-shot_i,paper,F2GAN: Fusing-and-Filling GAN for Few-shot Image Generation
paper_forbidden_transitions_in_a_magneto-optical_t,paper,Forbidden Transitions in a Magneto-Optical Trap
concept__electric_quadrupole_e2_transition,concept,Electric Quadrupole (E2) Transition
paper_aidroid:_when_heterogeneous_information_netw,paper,AiDroid: When Heterogeneous Information Network Marries Deep Neural Network for Real-time Android Malware Detection
concept__heterogeneous_information_network_hin,concept,Heterogeneous Information Network (HIN)
paper_galaxy-galaxy_strong_lensing_with_u-net_(ggs,paper,Galaxy-Galaxy Strong Lensing with U-Net (GGSL-UNet). I. Extracting 2-Dimensional Information from Multi-Band Images in Ground and Space Observations
concept__galaxygalaxy_strong_lensing,concept,Galaxy-Galaxy Strong Lensing
paper_does_rag_introduce_unfairness_in_llms?_evalu,paper,Does RAG Introduce Unfairness in LLMs? Evaluating Fairness in Retrieval-Augmented Generation Systems
paper_workflows_community_summit_2024:_future_tren,paper,Workflows Community Summit 2024: Future Trends and Challenges in Scientific Workflows
paper_multichannel_effects_in_rashba_quantum_wires,paper,Multichannel effects in Rashba quantum wires
concept__rashba_spinorbit_coupling,concept,Rashba Spin-Orbit Coupling
paper_bridging_mechanistic_interpretability_and_pr,paper,Bridging Mechanistic Interpretability and Prompt Engineering with Gradient Ascent for Interpretable Persona Control
paper_an_efficient_anomaly_detection_framework_for,paper,An Efficient Anomaly Detection Framework for Wireless Sensor Networks Using Markov Process
paper_energy-efficient_maximal_independent_sets_in,paper,Energy-Efficient Maximal Independent Sets in Radio Networks
paper_learning-augmented_decentralized_online_conv,paper,Learning-Augmented Decentralized Online Convex Optimization in Networks
paper_achieving_linear_speedup_with_partial_worker,paper,Achieving Linear Speedup with Partial Worker Participation in Non-IID Federated Learning
concept__federated_averaging_fedavg,concept,Federated Averaging (FedAvg)
concept__noniid_dataset,concept,Non-i.i.d. Datasets
paper_cross-border_legal_adaptation_of_autonomous_,paper,Cross-Border Legal Adaptation of Autonomous Vehicle Design based on Logic and Non-monotonic Reasoning
concept__nonmonotonic_reasoning,concept,Non-monotonic Reasoning
paper_the_tianlai_cylinder_pathfinder_array:_syste,paper,The Tianlai Cylinder Pathfinder Array: System Functions and Basic Performance Analysis
paper_enhanced_security_and_privacy_via_fragmented,paper,Enhanced Security and Privacy via Fragmented Federated Learning
paper_rehybridization_dynamics_into_the_pericyclic,paper,Rehybridization dynamics into the pericyclic minimum of an electrcyclic reaction imaged in real-time
paper_omnipose:_a_multi-scale_framework_for_multi-,paper,OmniPose: A Multi-Scale Framework for Multi-Person Pose Estimation
paper_onesug:_the_unified_end-to-end_generative_fr,paper,OneSug: The Unified End-to-End Generative Framework for E-commerce Query Suggestion
paper_an_independent_safety_evaluation_of_kimi_k2.,paper,An Independent Safety Evaluation of Kimi K2.5
"paper_slow,_nanometer_light_confinement_observed_i",paper,"Slow, Nanometer Light Confinement Observed in Atomically Thin TaS2"
paper_fmvp:_masked_flow_matching_for_adversarial_v,paper,FMVP: Masked Flow Matching for Adversarial Video Purification
paper_query_auto_completion_for_math_formula_searc,paper,Query Auto Completion for Math Formula Search
paper_black_hole-neutron_star_binary_merger_calcul,paper,Black Hole-Neutron Star Binary Merger Calculations: GRB Progenitors and the Stability of Mass Transfer
paper_a_study_of_cp_violation_in_$b^\pm_\to_d_k^\p,paper,A study of CP violation in $B^\pm \to D K^\pm$ and $B^\pm \to D π^\pm$ decays with $D \to K^0_{\rm S} K^\pm π^\mp$ final states
paper_featurebox:_feature_engineering_on_gpus_for_,paper,FeatureBox: Feature Engineering on GPUs for Massive-Scale Ads Systems
concept__feature_extraction,concept,Feature Extraction
paper_mix-qvit:_mixed-precision_vision_transformer,paper,Mix-QViT: Mixed-Precision Vision Transformer Quantization Driven by Layer Importance and Quantization Sensitivity
paper_rapidun:_influence-driven_parameter_reweight,paper,RapidUn: Influence-Driven Parameter Reweighting for Efficient Large Language Model Unlearning
concept__rapidin,concept,RapidIn
paper_semantic-guided_disentangled_representation_,paper,Semantic-guided Disentangled Representation for Unsupervised Cross-modality Medical Image Segmentation
paper_low-latency_sc_decoder_architectures_for_pol,paper,Low-Latency SC Decoder Architectures for Polar Codes
paper_model-independent_study_of_structure_in_$b^+,paper,Model-independent study of structure in $B^+\to D^+D^-K^+$ decays
paper_reproducibility_of_an_airway_tapering_measur,paper,Reproducibility of an airway tapering measurement in CT with application to bronchiectasis
paper_a_remark_on_ill-posedness,paper,A remark on ill-posedness
paper_benchmarking_deep_learning_and_statistical_t,paper,Benchmarking Deep Learning and Statistical Target Detection Methods for PFM-1 Landmine Detection in UAV Hyperspectral Imagery
paper_adversarial_memory_networks_for_action_predi,paper,Adversarial Memory Networks for Action Prediction
paper_automatic_quantification_of_facial_asymmetry,paper,Automatic Quantification of Facial Asymmetry using Facial Landmarks
paper_world4drive:_end-to-end_autonomous_driving_v,paper,World4Drive: End-to-End Autonomous Driving via Intention-aware Physical Latent World Model
paper_query_order_and_the_polynomial_hierarchy,paper,Query Order and the Polynomial Hierarchy
concept__polynomial_hierarchy,concept,Polynomial Hierarchy
paper_healthaichain:_improving_security_and_safety,paper,healthAIChain: Improving security and safety using Blockchain Technology applications in AI-based healthcare systems
paper_equilibrium_strategies_of_carbon_emission_re,paper,Equilibrium Strategies of Carbon Emission Reduction in Agricultural Product Supply Chain under Carbon Sink Trading
paper_distributed_computing_with_channel_noise,paper,Distributed Computing with Channel Noise
paper_towards_environmentally_equitable_ai_via_geo,paper,Towards Environmentally Equitable AI via Geographical Load Balancing
concept__environmental_inequity,concept,Environmental Inequity
"paper_effects_of_context,_complexity,_and_clusteri",paper,"Effects of context, complexity, and clustering on evaluation for math formula retrieval"
paper_coupling_the_valley_degree_of_freedom_to_ant,paper,Coupling the valley degree of freedom to antiferromagnetic order
paper_deep_learning-enhanced_preconditioning_for_e,paper,Deep Learning-Enhanced Preconditioning for Efficient Conjugate Gradient Solvers in Large-Scale PDE Systems
paper_a_unified_neural_network_approach_to_e-comme,paper,A unified Neural Network Approach to E-CommerceRelevance Learning
concept__siamese_network,concept,Siamese Network
paper_method_for_making_multi-attribute_decisions_,paper,Method for making multi-attribute decisions in wargames by combining intuitionistic fuzzy numbers with reinforcement learning
concept__reinforcement_learning,concept,Reinforcement Learning
paper_land_cover_classification_from_remote_sensin,paper,Land Cover Classification from Remote Sensing Images Based on Multi-Scale Fully Convolutional Network
concept__channel_attention_block_cab,concept,Channel Attention Block (CAB)
paper_tunable_magnetism_and_half-metallicity_in_ho,paper,Tunable Magnetism and Half-Metallicity in Hole-doped Monolayer GaSe
concept__firstprinciples_calculation,concept,First-principles calculations
paper_towards_generalizable_medical_image_segmenta,paper,Towards Generalizable Medical Image Segmentation with Pixel-wise Uncertainty Estimation
paper_continuous_ant-based_neural_topology_search,paper,Continuous Ant-Based Neural Topology Search
paper_application_of_sensitivity_analysis_in_build,paper,Application of sensitivity analysis in building energy simulations: combining first and second order elementary effects Methods
paper_deepgen_1.0:_a_lightweight_unified_multimoda,paper,DeepGen 1.0: A Lightweight Unified Multimodal Model for Advancing Image Generation and Editing
paper_engineering_bandgaps_of_monolayer_mos2_and_w,paper,Engineering bandgaps of monolayer MoS2 and WS2 on fluoropolymer substrates by electrostatically tuned many-body effects
paper_ode-vit:_plug_&_play_attention_layer_from_th,paper,ODE-ViT: Plug & Play Attention Layer from the Generalization of the ViT as an Ordinary Differential Equation
paper_neat:_neural_adaptive_tomography,paper,NeAT: Neural Adaptive Tomography
concept__neat,concept,NeAT
paper_privacy-preserving_reflection_rendering_for_,paper,Privacy-preserving Reflection Rendering for Augmented Reality
paper_the_speed_of_gravity_has_not_been_measured_f,paper,The speed of gravity has not been measured from time delays
paper_piecewise_latent_variables_for_neural_variat,paper,Piecewise Latent Variables for Neural Variational Text Processing
paper_deep_3d_convolutional_neural_network_for_aut,paper,Deep 3D Convolutional Neural Network for Automated Lung Cancer Diagnosis
paper_dice:_diffusion_large_language_models_excel_,paper,DICE: Diffusion Large Language Models Excel at Generating CUDA Kernels
concept__diffusion_large_language_model,concept,Diffusion Large Language Models
"paper_been_there,_scanned_that:_nostalgia-driven_l",paper,"Been There, Scanned That: Nostalgia-Driven LiDAR Compression for Self-Driving Cars"
paper_do_privacy_policies_match_with_the_logs?_an_,paper,Do Privacy Policies Match with the Logs? An Empirical Study of Privacy Disclosure in Android Application Logs
paper_quantum_mechanical_deconstruction_of_vibrati,paper,Quantum mechanical deconstruction of vibrational energy transfer rate and pathways modified by collective vibrational strong coupling
paper_total_and_dark_mass_from_observations_of_gal,paper,Total and dark mass from observations of galaxy centers with Machine Learning
concept__random_forest,concept,Random Forests
paper_on_the_limitations_of_continual_learning_for,paper,On the Limitations of Continual Learning for Malware Classification
paper_the_study_of_prompt_fission_γ_rays_at_the_os,paper,The study of prompt fission γ rays at the Oslo Cyclotron Laboratory
paper_repomastereval:_evaluating_code_completion_v,paper,RepoMasterEval: Evaluating Code Completion via Real-World Repositories
concept__mutation_testing,concept,Mutation Testing
paper_one_leak_away:_how_pretrained_model_exposure,paper,One Leak Away: How Pretrained Model Exposure Amplifies Jailbreak Risks in Finetuned LLMs
paper_joint_optimal_transport_and_embedding_for_ne,paper,Joint Optimal Transport and Embedding for Network Alignment
concept__embedding_learning,concept,Embedding Learning
paper_evaluating_menu_ocr_and_translation:_a_bench,paper,Evaluating Menu OCR and Translation: A Benchmark for Aligning Human and Automated Evaluations in Large Vision-Language Models
paper_edge2vec:_representation_learning_using_edge,paper,edge2vec: Representation learning using edge semantics for biomedical knowledge discovery
concept__stochastic_gradient_descent_sgd,concept,Stochastic Gradient Descent (SGD)
paper_fractional_chern_insulator_in_twisted_bilaye,paper,Fractional Chern Insulator in Twisted Bilayer MoTe$_2$
concept__fractional_chern_insulator_fci,concept,Fractional Chern Insulator (FCI)
paper_image_cropping_with_composition_and_saliency,paper,Image Cropping with Composition and Saliency Aware Aesthetic Score Map
paper_dual-modality_haptic_feedback_improves_dexte,paper,Dual-Modality Haptic Feedback Improves Dexterous Task Execution with Virtual EMG-Controlled Gripper
paper_continual_domain_adaptation_on_aerial_images,paper,Continual Domain Adaptation on Aerial Images under Gradually Degrading Weather
paper_the_einstein_toolkit:_a_community_computatio,paper,The Einstein Toolkit: A Community Computational Infrastructure for Relativistic Astrophysics
paper_spin_mapping_of_intralayer_antiferromagnetis,paper,Spin mapping of intralayer antiferromagnetism and spin-flop transition in monolayer CrTe$_2$
paper_learning_simpler_language_models_with_the_di,paper,Learning Simpler Language Models with the Differential State Framework
paper_a_new_covert_channel_over_cellular_voice_cha,paper,A New Covert Channel over Cellular Voice Channel in Smartphones
paper_very_low-mass_stellar_and_substellar_compani,paper,Very Low-Mass Stellar and Substellar Companions to Solar-like Stars From MARVELS VI: A Giant Planet and a Brown Dwarf Candidate in a Close Binary System HD 87646
concept__brown_dwarf_candidate,concept,Brown Dwarf Candidate
paper_internet_of_robotic_things:_current_technolo,paper,"Internet of Robotic Things: Current Technologies, Applications, Challenges and Future Directions"
paper_on_lyapunov_exponents_for_rnns:_understandin,paper,On Lyapunov Exponents for RNNs: Understanding Information Propagation Using Dynamical Systems Tools
paper_a_downward_collapse_within_the_polynomial_hi,paper,A Downward Collapse within the Polynomial Hierarchy
